,AllInsects,Azamiuma,Hachi,Ga350,Ga550,Ga350550,Y
745,0,6.94E-18,0,0,0,0,0.0002
746,0,0,0,0,0,0,0.0002
747,0,0,0,0,0,0,0.0001
748,0,0,0,0,0,0,0.0001
749,0,0,0,0,0,0,0.0001
750,0,0,0,0,0,0,0.0001
751,0,0,0,0,0,0,0.0001
752,0,0,0,0,0,0,0.0001
753,0,0,0,0,0,0,0.0001
754,0,0,0,0,0,0,0.0001
755,0,0,0,0,0,0,0.0001
756,0,0,0,0,0,0,0.0001
757,0,0,0,0,0,0,0.0001
758,0,0,0,0,0,0,0.0001
759,0,0,0,0,0,0,0.0001
760,0,0,0,0,0,0,0.0001
761,0,0,0,0,0,0,0.0001
762,0,0,0,0,0,0,0.0001
763,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0
768,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0
777,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0
